DPPNNNNNNNBS 	CRBVVVSPPNNNNNBSZVVVVVSDPPNNNNNAS 
DPNNNNNAT 	CRAVVVVVTPPNNNNBSPCRBVVVSPNNNNNNBSPCRBVVVSPNNNNNNATZVVVVVTDDDNNNBS 
DDPNNNNNNNNBT 	CRBVTNNNNNBTPZVVVVTPNNNNNAS 
DPNNBS 	CRBVVVSNNATPPCRAVVVVVTPNNNNNNBSPCRBVVVSPNNBTPCRBVVVVVTNNNNBSZVVVVSDPPNNNNNBT 
DDPPNNNNNNNNBT 	CRBVVVVTPNNNNNNBTPPCRBVVVTPPNNNNNNNATPZVTPNNAS 
NNNNNNNNBT 	CRBVVVVVTPPNNNNBSCRBVSPNNNNASPPCRAVVVVVSPNNNNBTCRBVVTNNASPPZVVVVVTDDDNNNNNBS 
DDPPNNNNNNBT 	CRBVVTPPNNNNNNASPPZVVTDDPNAS 
DNNBS 	CRBVSNASCRAVVVVSNNNNNNNBTPPCRBVVTPNBTCRBVVVVTNNATZVVVVSDNNNAS 
DDPPNNNNNNNAS 	CRAVVVVVSNNNNNNNNNBTPCRBVVVVTNNNNNBSPCRBVVSPPNNNATPPZVVVVSNBS 
DPNNNNNNNNAS 	CRAVVSPPNATZVVSDNNAT 
DPPNNNNNNAS 	CRAVVVVVSPPNATPPZVVVVSDNNNNNNNNAS 
DDDPPNNBS 	CRBVVSNNNNNNASPCRAVVVVVSPPNNNNNNNATPPZVSNNNNNNNBT 
DPNAT 	CRAVTPNNNNNNNNNBSPZVVVTDDPNAT 
DDDPPNNNNNNNBS 	CRBVVVVVSPPNNNNNNNATPPCRAVVVVVTPPNNNNNBTPPZVVVSDDPNNAT 
DDPPNNNNNNBS 	CRBVVSPPNBSPZVVVVSDPNNNNNAT 
PPNNNBT 	CRBVVVVVTPPNNNNBTZVVTDPPNNNNNNNBS 
DNNNNNNNAS 	CRAVVVSPPNBTZVVVVSDDDPPNNNNNAS 
PPNNNNNNBT 	CRBVVVTNASCRAVVSPPNNNNNNNBSCRBVVVVSNNBSPCRBVVVVSNNNNNNBSPPZVVVVVTDDDPPNAT 
DDDPPNNAT 	CRAVTPNNNNNNBTPCRBVVVVVTPNNNNNNNBSCRBVVVVSNNNNBSZVVVTDPPNNNNNNNNNBS 
DDDNNNNBS 	CRBVVVVVSPNATPZVVVSNNAT 
DDNNNNBS 	CRBVVSPPNNNNNNNNNBTZVVVVSNNNNNNNNNAT 
DDDNNNNNNNNAT 	CRAVVTPPNNATPZVVVVVTDDNNNBS 
DDDPPNAS 	CRAVVVSPPNATPCRAVTPNNNNNNNASCRAVVVVSNNNNNNNNASPCRAVSNNNNBSPPZVVVVVSDDPNNNNNNNNBS 
DPNNBT 	CRBVVVTPNNNNNNNNNATCRAVVVTPNNNNNNATCRAVVVTPPNNNNNNNNNASZVVVVTDPNAS 
DDDNNAS 	CRAVVSPNNNNNNNNNBSPPCRBVSPPNNBTZVVVSDPNNNNBS 
DDPNNNAS 	CRAVVVVVSPPNNNNBTCRBVVVVVTNNNBTZVVVSDDDPNNNNBS 
DDDNNNNNAS 	CRAVVVVSPNNNNASCRAVVVSPPNNNBSPPCRBVVVVSPNNNASZVVSDNNNNBS 
PNNAS 	CRAVVVSPNNNNNNNNATPZVVSDDPNNNNNBS 
PPNNNNNNNAS 	CRAVVVVVSPNNNNNBTCRBVVTPPNNNASPCRAVVVVSNNNATPPZVVSDDPNNNBT 
DDDNNNBT 	CRBVTPNNNNNNNNNBTPPCRBVVVTNNNNNNNNBTPPZVVTDDDPPNNNNAS 
PPNNNNNNNNNBS 	CRBVVSNBTCRBVVVTNNNNNNNNNBSPPCRBVVSNNNNNBSZVVSDNNNNNNNNAS 
DPPNNNNNNNAS 	CRAVVVVSPNNASPCRAVVVVVSPPNNNNNNNNATZVSDDPPNNNNNNNNAT 
PPNNAS 	CRAVVVVVSNNNBSCRBVVVSPPNBSPZVVVVVSDDDNNAT 
DPNNNNNNBS 	CRBVVVSNNNBTPPZVSPPNNNBT 
DDPNNNAT 	CRAVVVTPNBSPCRBVVVVVSPNNNNNNNNNATPCRAVTPPNNNNASPZVVVTDPPNNNNNNBT 
PPNNNNNNNNNAT 	CRAVVVVTPPNNNNNBTCRBVTPPNBSPCRBVVSPNNBTPZVVVVVTDDNAS 
DDDPPNNNNNNBT 	CRBVVTNNATPCRAVVVVVTPPNNBTZVVTDPPNNNBT 
DDDPNNNNNAS 	CRAVVSNASZVVVVVSDDDPPNNNNNNNNBS 
DDPPNAS 	CRAVVVVSNATPZVVSNNBT 
DDPNNNNNNNNBS 	CRBVSNNNNNNBSPPZVVVVVSPPNNNNNNNNBT 
DDDPPNNNNBT 	CRBVVVTPNNNNBTPPCRBVVVTNBSCRBVVVVSPNNNNNNNNNATPPCRAVVVTPPNNNNNNBTPPZVVVTDNNNNNNNBT 
DDNNNNBS 	CRBVVVVSPPNNNNNATPCRAVTPNNNNNNNBTPPCRBVTPPNNASZVVVSDDDPNNNNNNNAT 
DDNNNNNNAT 	CRAVVVTPNNNNNNATPCRAVVVVVTPPNNNNNNNNNBSPZVTDDDPPNNNNNBT 
DPNNNNNNNBS 	CRBVVVSPPNNNNNNNNBTPPCRBVVTPPNNNNNNNATPZVVSDPNNNNNNNBS 
DDPPNNNNNNNNAS 	CRAVVVSPNNNNNNNNNBSCRBVVVVVSPPNNNNNNNNNBTCRBVVVVVTNNNNNNNNNBTZVVVSDDDPNNNNNBT 
DDDNNNNBT 	CRBVTPPNNNBSCRBVVVVSPPNNNNNNATPCRAVVVVVTPNNNNNNNBSCRBVVSPPNNNNNNNNBSZVVVVTDDDPNNNNNNNNNAT 
DDDNAT 	CRAVVVVVTNASCRAVVVVVSPPNNNNNNNNNBTPPZVTDDDPPNNAT 
NNNNNBS 	CRBVVVVSPPNNNATPCRAVVVTPPNNATPPCRAVVVTPNNNNNNNNBSPPZVVVSPPNNNAS 
DPNNNBT 	CRBVVVVVTNNNNNNBTPCRBVVTPNNNNNNATCRAVVVTPPNNNASPZVVVTPPNNNNAS 
PNAS 	CRAVSPPNNNNNNNATPPZVSDDDNNNAS 
DPPNNNNNNAT 	CRAVVVTPNNNNNNNNNBTPPCRBVTPPNNNBSPCRBVVVSNNNNNNASZVVVVTDDPNNAT 
PNNNNNBT 	CRBVTPNBTPPCRBVVVVVTPPNNNNBSPCRBVVSNNNNNNNNNBTZVVVVVTNNNNNNAS 
DDPNNNNNNNNNBT 	CRBVTPPNNNNNNNATPPZVTDDDNNNNNNNAS 
DDPPNNNNNNNAS 	CRAVVSNNNNNNNNASPPCRAVVSPNNNASZVVVSDDPPNNNNNNBT 
PPNNNNNNNBS 	CRBVVVVVSPNNASPCRAVSNNNNNNNNASCRAVVVVSPPNNNNNNNATPPZVVSDDPNNNNNNNNAT 
DDPNNNNBT 	CRBVVTNNNNNNNBSPCRBVVVVSPPNNNNNATPPCRAVVTNNNNNASCRAVVVSPPNNNNNNNNBTPPZVVVTDNNNAT 
DDDPNNNNNAT 	CRAVVVVVTPNNNNBSPZVVVTDDDNAS 
DNNNNNNAT 	CRAVVTNNBSPPCRBVVVVVSPNNNNNNBSPPCRBVSNNNNNNBSPPZVVVTDDPNNNNNAT 
NNNAT 	CRAVVTPPNNNNBTCRBVVTNNNATPPCRAVVTPPNNNNNNNNATPZVVVVTDDPNNNNNBS 
DNNNAS 	CRAVVVSPPNNNNASCRAVVVVSPNNNNNNNNNBTPCRBVVVTPNNNNNNASCRAVVVSPNNNNNNNNNBTPZVVVVSDDPNNNNBS 
PPNNNNNAS 	CRAVSPPNNNNNNNNBSPCRBVVVSPPNNNBTZVVVVVSPPNNAS 
DDNNNNNNNBS 	CRBVVVSPPNNNNNNNNNBTZVVSDNNNNNNNBS 
DPPNNNNNNNBT 	CRBVVTPPNNNNATPPCRAVVVVVTPNNNNNNNNASPCRAVSNNNNNATZVVVTNNBS 
DDNNNNBT 	CRBVVVVTNNNNBTCRBVVVTPPNNNNNNNNASPCRAVVSPNNNNNNNNATPZVTPPNNNNNNBS 
DDPNNNNNNNNNAT 	CRAVVTPPNNNNNNNNBSPPZVVTPPNNNNNBS 
PNNNNNBS 	CRBVSNNNNNNNBTPCRBVVVVTPNNNNNNNNBSCRBVVSNNNATPPZVVVVVSDPPNNNNAS 
DDPPNNNNNNAS 	CRAVVVVVSPPNNNNBTCRBVVTNNNNNNBTPPCRBVVVVTPPNNNNNNNNNBTPZVVVSDDDNNNAT 
DDPPNNNBT 	CRBVVVVVTNNNASCRAVVVVSNNNNNNBSCRBVSNNNNNNNBSPPCRBVVSPNATPPZVVVVVTDDDPPNNNAT 
DDDPNNNNNNNNBS 	CRBVVSNNNNNNASPPZVSPPNNNBT 
DDDNNNNNNBT 	CRBVVVTNNNNNNASPPZVVVVTPPNNAS 
DDDPPNNAT 	CRAVTNNNNNNNASPPCRAVVVSPPNNNNNNNNASPZVTDDPNNNNNNNAT 
DDNNNNNNNBT 	CRBVVVTNNNASPCRAVVVVSPNNNNNNNNNBTPPZVVTDDDPPNNNNNBS 
DNNNNBT 	CRBVVTPPNNNNNNBTPPCRBVVVVTPNNNNNNBSPPZVVVVVTPPNNNNNNNAT 
DDDNNNAS 	CRAVVSNASCRAVVSNNNNNBSCRBVSPNNATPPZVVVVSPNNNNNNNNNBS 
DPNNNNNNNNNBT 	CRBVVTNNNBTPCRBVVVVVTNBSZVVVVVTPNNNNNNNAT 
DDPPNNNAT 	CRAVVVVVTPPNASPPCRAVVSPNNNNNNNATPCRAVVTNNBTPCRBVVTPPNNBTPZVTDDPNNAT 
DDDPPNNNAT 	CRAVTPNNNBSPCRBVSPPNNNNNNBSPPZVVVTPPNAT 
DNNNNNNAS 	CRAVSNNNNNNNATZVVSNNAS 
PPNNNBT 	CRBVVVVTPPNNNNNNNNNATCRAVVVVVTPPNNNNNNNASPCRAVVSPNATZVTDDDPNNNNNNNNAT 
DDPNBT 	CRBVVVVVTPPNNNNASPPCRAVVVSPNNNNNNATPPCRAVVVVTPNNNNNNNNNBSZVTDPPNNNNNBS 
DPNNNBS 	CRBVVVVVSPPNNATPPZVSDDPPNNNNNNNNNBS 
DDDPNAS 	CRAVVVVSPPNNNNNBTPCRBVVVVTPPNBSCRBVVVSPPNNNNNNNNATPPCRAVVVVTPNNNNNNNATPZVVVVVSNNBT 
DPNNNNNNNAS 	CRAVVVSNNNNNNBTZVVVVSDDPPNNBT 
DPNNNNNNNNNBS 	CRBVVVVSPPNNNNNNNBTZVVVVSDDDPNNAT 
DDDNNNNNNAT 	CRAVVVVTPNNNNASCRAVVVVSPPNBSCRBVVSNNNNNNNASCRAVVSPPNNNNNNATZVVVVTPPNBS 
DDPPNNNNNAS 	CRAVVVSNNNNNNNNNBSPZVVVVSDDNNNAT 
PNNNNNNNNAS 	CRAVVSNNNNNBSPCRBVVSNNNNNBTCRBVVTNNNATPCRAVVVTPPNNNNNNBSPZVVVSDDNNNNNNNAS 
PPNNNNNNNAT 	CRAVVVTPNNBSCRBVSNNNNNNNNATCRAVTNNNATPCRAVVVTPPNNNNBTPPZVVTDDNNNNNNBS 
PPNNNNNBS 	CRBVVVSPNASPPCRAVVVVSPPNNBTPCRBVVVVVTPNNNASZVVSDPPNNNNNNNNBT 
DDDNBT 	CRBVVVTPPNNNNNNNBTPPCRBVTPPNNNNNNNNNBTCRBVVVVVTPPNNNNNNNNNATPPZVTDNAT 
DPNNNNNAT 	CRAVVVVTPPNNBSPZVVVTDPNNNNNNNBS 
DDDPNNBT 	CRBVTPPNNNNNNNNNASPPCRAVVVVSPNNNNNNATPPCRAVTPPNNNNBSCRBVVVVVSPNBTPPZVVTNNNNBT 
DPNNNNNNNNNAS 	CRAVVVVSPNNBSZVVVVVSDPNBT 
PNNAS 	CRAVVVVSPNNNNNNATZVVVVVSDPNNNNNAT 
DNNNAT 	CRAVVVVTPNNNNNATPPCRAVVTPPNNNNNNNNATCRAVVVVTNNASPCRAVSNNNNNNNNBTPPZVVTDDDPPNNNNNNNBT 
DDPPNNNNNNNNNAS 	CRAVVVSPPNNASPCRAVVVVVSPPNNNATPCRAVVVVTNNASZVSPNNNNNNBT 
DPPNNNNNNNAT 	CRAVTPPNNNNBTCRBVVVVVTPNNNNNNNBTCRBVVVVTPNNNNNNNNNBTPZVVVTDNBT 
DNNNNNNAS 	CRAVVVVSNNASPPCRAVVSPNNNNNNNNASPZVVVSDNNNNNBS 
DNNNNNNNNBT 	CRBVVVVVTPPNNNNNATPPCRAVVTNNNNNNBSCRBVVVSPNNNNATPPCRAVVVVTPPNNBTPPZVTDDPNNNNNAT 
PNNNNNNAT 	CRAVVTNNNNNNNASPPZVTDNNNNBS 
DDDNNNNNNNNNAT 	CRAVVTPPNNNNNNNNNBSPPCRBVVVSPPNNNNNNNASPCRAVVSNNNNASPPZVVVVVTDDDPNNNAT 
DDDNNNNNNNNNBS 	CRBVVSPNNNBSCRBVVVVVSPNNNNNATZVVVVSDDNNNNNNNNAT 
DNAT 	CRAVVVVVTNNNNNASPPCRAVVSNNNNNNNATPCRAVVVVTNNNNNBTPCRBVVVVVTPNNNNNNNASPPZVVVVTDDDNNNNNBS 
PPNNAT 	CRAVVVTPPNNNNNNATPCRAVTPPNNNNNNNNNASPPZVTDDDPNNBT 
PPNNNNNNBS 	CRBVVVSPNNNNNATPCRAVVVVVTPPNBTCRBVVVVTPNNNNNBTPPCRBVVVVVTNNNNNNNBSPPZVVVVSPPNAT 
DDDPNAS 	CRAVVVVSNNNNNNNATPCRAVTNNNNNNNNASPPCRAVVVVSPNNNNNATCRAVVVVVTPNNNNNASZVSPNNNBS 
DDPNNNNNNNNNBS 	CRBVSNNASCRAVVVVSNNASCRAVVSNNNASPPZVVVVSDDDPNNNNNNNNNAS 
DDDNNNNNNNAS 	CRAVVVSPNNNNNNNNNASPPCRAVVSPNNNASPPCRAVVVSNNNNNASPCRAVVSNBSZVVVVVSDDNNNBT 
PPNNNNNNNNBS 	CRBVVVVSPNNNNNNNNBSPZVSDPPNNNNNNNNNAT 
DDNNNNNNNNBT 	CRBVTPPNNNNNNBSPCRBVVSPNNNBSPZVVTDPPNNNNNNNNNAS 
PPNNAS 	CRAVVSPNNNNNNNNNBSPCRBVVVSNBSCRBVVSPPNNNATPPZVVVSDDPPNNNNNNNNBS 
DDDNNAT 	CRAVVVVTPPNNNNASPZVTDDDPNNNNNNNNNBS 
DDPPNNNBT 	CRBVTPNNNNNNASPCRAVVVVSPPNNNNNNBSCRBVVVSPPNNNNASZVVVVVTDNNNNNNNBT 
DDDPNNNNAT 	CRAVVVVVTNNNNNNNNNATCRAVVVVVTPNNNNNNNNBTPPZVVVVTNNNNNNNNAS 
DDDNNNNNNNNAT 	CRAVVVVTPPNNBSCRBVVVVSNNNASCRAVSPPNNNASCRAVVVVVSNNNNASPPZVVVVVTDPPNNNNNAS 
DNBT 	CRBVVVVVTNNNNNNNBTPCRBVVVVTPNNNNNNBSPPZVTDPNNNNNBT 
DDDPNNNBT 	CRBVVVVVTNNATZVTDPPNNNNAS 
DDNNNNNNNNNBS 	CRBVVVSNNNNNNNNASCRAVVVVSPPNNNNNNBTPCRBVTNNNNNNASPZVSDDPNNNNNNNNNAT 
DDDPPNNNNNNAT 	CRAVVVTPNNNATPPCRAVVVVVTNNNNNNNBTCRBVVVTPPNNNNBSPPZVVVTDDPNNNNAT 
PNNNNBS 	CRBVVSPPNNNNNNNNBSPCRBVVSNNNBSPPCRBVVVSPNNNNNNNNNBSPPZVSNAS 
DPPNNNNNNBT 	CRBVVVVTPNBSPCRBVVSPNNNNBTPPCRBVVVVVTPNNNNNNNNBTZVTDDDNNBS 
DDPNNNNAT 	CRAVVVTPNNNNNBSCRBVVVVSNATPZVTPPNAS 
NNBT 	CRBVVVTPPNNNNNNBSPCRBVVSPPNNNNNNNNNBSZVVTDPPNNNNNNNBT 
DPPNNNNAS 	CRAVVVVSPPNNNNNNNNBSPPZVVVVSDPNNNNNAT 
DDNNNNNBS 	CRBVVVVVSPNNNNNNNNBSPPCRBVSPPNNNNNASCRAVVVVSNNNNNNNATPPCRAVVVVVTPNNNNBSPPZVVVVVSDNNNNNNNBS 
DDDNNNNNBS 	CRBVVSPPNNNNNBSCRBVVSPNNNNNNNNBSPPCRBVVSPNNNNNATPPCRAVVVTPPNBTPZVSDPPNNNNNNNNAT 
PNNNBT 	CRBVVVVTPNNNNNNBSPPCRBVVVVVSNNNBTPPCRBVVTPPNBTPPZVVVVVTDDDPPNNNNNNNNAS 
DDDNNNNNNNNBT 	CRBVVVTPPNNNNNNNBTPZVVVTPNNNNNNNNNBS 
PPNNNNNBS 	CRBVSPNNNNASPCRAVVVVVSNNNNNNATPZVSDDPPNNNNNNAS 
DDDPNNNNNAS 	CRAVVVSPNNNNNNNBSCRBVVVVVSPNNNNNBSPZVVVVSDDDPPNNNNNAS 
DDDPNNNNNNNAS 	CRAVSPNNNNNBSCRBVVVVSPNNNNNNNNASZVVSDDPPNNNNNNNNAT 
DPPNNNNNNNAS 	CRAVSPNNNNNNBSPCRBVVVVVSPPNNNNNNASPCRAVSPNNNNNNBTZVVVSDDNNNNNBS 
DDDPNNNNNBT 	CRBVVVTNNNNNATPPCRAVTNNNNATZVVVVVTDPNNBT 
DPNNNNBS 	CRBVVVVSNNNNNNNATPPCRAVTPPNNBSCRBVSNNNNNNNASPZVVSDPPNNNNNNNNAS 
DDDPPNNNNNNAS 	CRAVVVVSPNNNNNNBSPZVSPNNAS 
DDPNNNNNNNNNAT 	CRAVVTNNNNNNNNATPPZVTPNNNNNBT 
DDDPNNNNNNBS 	CRBVSPPNNNNNNNNNATCRAVVVVTPPNNNNNNNNNBTPCRBVVVVTNNNBSZVVSDDDPPNAT 
DPNNNNNNNNNAS 	CRAVSNATPCRAVVVVVTPNNASPZVVVVVSDPPNNNNAT 
DDPPNNNNNNAT 	CRAVVTPNNNNNNNNNBSPZVVVTDNNNAS 
DDNAS 	CRAVVSPNASCRAVVVVVSPPNNNNNNNBTPZVVVSDNNBS 
DPPNNNNNNNBS 	CRBVVVVVSNATCRAVVVVVTNNNNNNNNBTPZVSDDNNNNNNAT 
DDDNNNNNNNNNBT 	CRBVTNNNNNNNNNASCRAVVVSNNBTPCRBVVVVVTPNNNNNNNNATPPCRAVTPNNNNNNNNATPPZVVVVTDDPPNNNBS 
DDDPPNNNNBS 	CRBVVVVSPPNNNNNBSPPCRBVVVVVSPPNNNNNNNNBSPPZVVVVSDDPNNNNNNAT 
PPNNNNNNNAS 	CRAVVVVSPPNNNNNNNBTPPZVSDDDPNAT 
DDDPPNNNNNNBS 	CRBVVVVVSPNNNASPPCRAVVVSPPNNNNNNNNNBTCRBVTNNNNNNNBTPPZVVVVVSDPNNNNNNNNAT 
DPNNNNBT 	CRBVVVVTPNNNNBSCRBVVVVVSPPNBTPPCRBVVTPNNNNNASPPZVVVVTDDDNNAS 
PNNNNNNNAS 	CRAVVVVSNNNNNNNNBTPPCRBVTPNNNBSPPZVVVVSDDDNNNNBT 
DDPNNNNNAS 	CRAVSPNATPPCRAVVVVVTPPNNNNNNNNNATPPCRAVVVTPPNNNBSCRBVSNNNASPZVVVVVSDDDPNNNNNNBS 
DDDNNNNNNNBT 	CRBVVVVTNNNNNNNNBSPCRBVVVVVSPNNATPCRAVTNNBSZVVVTDDPPNNNNAT 
PNNNNNNBS 	CRBVVVSPNNBTPPCRBVVTPNNNNNNBSPZVVSDDPPNNNNNNNNAS 
DNNNNAS 	CRAVVVSPNNBSPPCRBVVVVSPPNNNNNNBTCRBVTNASPZVSDPPNNNNNNNNBS 
DDDNNNNNAS 	CRAVVVSPPNNNNNBSPZVSDDNNNNNNBS 
NNNNAT 	CRAVVVVVTNNNASPPCRAVVVVSPPNBSPPCRBVSPNNNNNNNNBSPZVVVTDDDPPNNNNNBS 
DDDPNNNNNAS 	CRAVVSPPNNNNNNBTPCRBVVVTPPNNNNNBTPZVVVVSPNNNNNNAS 
DPNNNNNBT 	CRBVVVVTNBSPPCRBVVVSPNNNNBTZVVTNNNNNNAS 
DDPNNNNBT 	CRBVTPNNNNNNNNATPPCRAVVTPNNNNNASZVVTDDDPNNNNNNNNNAT 
PNNNNNAS 	CRAVVSNNATPPCRAVVVVTPNNNNNNNNNBSPZVVVVVSDDDPPNNNAS 
DPPNNNNNNNNNBT 	CRBVVVVTPNNNATPCRAVVVVTPPNNATPPCRAVVTNNNASPPCRAVSNBSZVVTDPNNNNNNBS 
NNNNNNAT 	CRAVVVTPPNNNNNASCRAVVVVSNNNNNNNNASPCRAVVVSPNNNNNATPZVVVVVTDDNNNNNNNNNBT 
PPNNAS 	CRAVVVSPNNNNNASCRAVVVSNNNNNNNNNASPCRAVVVSPNNNNNNNNNBSPPZVVVVSDDDPPNNNNAS 
DDPPNNNNNNNAT 	CRAVVTNNNNNNNBSCRBVVVVVSNNATZVTDNNNNAS 
DDDPPNNNNNNNBT 	CRBVVTNNNNNNNNNBTZVTDDNNNNNAT 
DPPNNNNNNNNNAS 	CRAVVSPPNNNNNBSCRBVVVVSPPNNNASCRAVVSNNNNNBTPZVVVVVSDNNNNNNNAT 
DPPNNNNBS 	CRBVVVSPNNNNNNNBTZVVSDDDNBS 
PNNNNNNNNNBS 	CRBVSNNNASPPCRAVVVVSNNNNNNBTCRBVTNBSPZVSDDNNNNAS 
PPNNNNNNNAS 	CRAVVVVSPNNBTPCRBVVVVTPPNNNNNNATPCRAVVVVVTNNNBSPCRBVVSPNNNNNNNNASPPZVVSNNNNNNNNNAT 
DDPNNNNNNNNAS 	CRAVSPNNNNNNNNATZVVSPPNNNNNBS 
DDNNNBT 	CRBVTNNNNNNNNASCRAVSPNNNNNNNBSPPZVVTDDDPPNNNNNNBS 
NNNNNNBS 	CRBVSNNNNBSPPZVVVSDDPPNNNNNNNNAS 
DDPPNBT 	CRBVVVVTNNNNASPZVVVVVTDDPNNAT 
DPNNNNNNNNNAT 	CRAVVTNNNNASPZVVTDDDPPNNAT 
PNNNNNNNNNAS 	CRAVSNNNNNNNASPPZVVVSDDDPNNNNNNNNAS 
DDPPNNNNNNNNBT 	CRBVVVVTPNNNNNBTPPCRBVVTNNNNBTCRBVVVTNNNNNNNBTPZVVVTPNNNNNNNNAT 
DPNNNNNNNBT 	CRBVVTPNNNNNNNNNASPPCRAVVVVVSPPNNNBTPPZVVTPPNNNAS 
DDDPNNNNNNNNAT 	CRAVTNNNNNNNNBSCRBVVSPNNBSZVVVVTDDNNNNNNNBT 
DDPPNNNBT 	CRBVVVVTPPNNNNNNNNNBTPPCRBVVTPNNNNASPCRAVSPPNNNASZVVVTDDPPNAS 
DPPNAT 	CRAVVVVTPPNNNNNNNASPPZVTDPNNNNNNAS 
PPNNNAT 	CRAVTPNNNNNNNBTPCRBVTPNBTPPCRBVTNASPPZVVVTDDDNNNNAT 
DDDPPNNBS 	CRBVVVSPNNNATCRAVTNBSPCRBVVVVSNNNNNBTPPZVSDPPNNNNNNNNNBT 
DDDPPNBS 	CRBVSPPNNNNNNBTPCRBVVVTPNNNNNNNNNBSPZVVSDDDPNNNNNNNAT 
NNNNNAT 	CRAVVVVTNNNBTPPZVTNNNNNNNAT 
PNNNNAS 	CRAVSPPNNNNNNASPCRAVVSPNNATPPCRAVVVVTPPNNNNNNBSCRBVVVVVSPNNNNNNASPZVVVVVSPPNNNNNNAT 
DDPNNNBT 	CRBVTNNATPPZVVVVTDDDPNNNNNNNNAS 
PNNNNNNNNNBS 	CRBVVVVSPPNASPCRAVVVVSPNBTCRBVVVVTPNNNNBTPPZVVSDDDPPNAS 
DPPNNNNNNBT 	CRBVVTPPNBSPCRBVVVVVSNNNNNATPZVVTDDDNNNNNAS 
DDDNNAS 	CRAVSNNBTPPCRBVTPNNNNNNNNBTPCRBVVVTPPNNNNNNNNASZVVVSDDDNNBT 
DPNNBT 	CRBVVTPPNNNNNNNASZVVVVVTDPNNNNNNNNAT 
DPNNNBS 	CRBVVVSPPNNNNNNNNASPZVVSDDDNNNNNNNNAS 
DDPPNNNNNAT 	CRAVVTNNNNNNNNATZVVVVTDDPNNNNNBT 
PNNNNNNNNAT 	CRAVVVVTPPNNNNNNNNNATPPCRAVVVTNNNNNNASPZVVTPNNNNNNBT 
DDDPNBT 	CRBVVVVVTNNNNNNNNNATCRAVVTPNNNNBTPCRBVTPPNNNNNNNNATPPZVTPNNNNNNNNNAS 
PPNNNNNNNAT 	CRAVVVVVTPNNNNBSCRBVVVVSNNNNNNBSCRBVVSPPNBTZVVTNNNNNNBS 
DNNNAT 	CRAVVVVTPNNNNNNNBTPCRBVTPNNNNBTZVVVVVTDPNNNNNNNBT 
DDDPPNAS 	CRAVVSPPNNNNNNBTCRBVVVTNNNNNBSPPCRBVVSNNNNBTPPZVVSDDPPNBT 
DDPPNNBT 	CRBVVVVTNNBSPPCRBVSNNNNNNNNBTCRBVVVTPPNNNNNASPCRAVVSPNNASPPZVVVVTDDNNNNNNNNNBS 
DPPNNNNNNNAS 	CRAVVVSPNNNNASPCRAVVVSNNNNNNASPPCRAVVSNNNNNNNNNBTPPZVVVSDDDPNNNNNNBS 
DPNNBT 	CRBVVVVVTPPNNNNNNASCRAVVVSPPNNNNNNBTCRBVVVVVTPPNNNNATPZVTDPPNNBT 
DDDNBT 	CRBVVVTPNNNNNNBSCRBVVSPPNNNNNNNNBSPPZVVVVVTDDNBS 
PPNNAS 	CRAVVSNNNNASPPCRAVVVVSPNNNBSPZVVSDDDPNAS 
DPPNNNNNNBT 	CRBVVVVVTPNNASPCRAVVVVSPNNNNNNNASCRAVVVVSNNNNNBSPPZVVVVVTDNNNNNNNNAS 
DDDPNNBS 	CRBVVVSPPNNNNNNATPCRAVVTPNNASPPZVVVSDNNNAS 
DDDPPNNNNAT 	CRAVTPPNNNNNNNBSPPCRBVVSPNNNATPPCRAVVVTPNNNNNNASCRAVSPNNNNNNNNNBSZVTDPNNNNBS 
DDNNAS 	CRAVVSPNNNNNNNASPCRAVVVVVSNNNNNNNATPPZVVVVSPPNAS 
DDDNNNNNNNNNBT 	CRBVVVVVTPNNNNNNNNNBTPPCRBVVVVVTPPNNATPPCRAVVVVVTPNNNNNATPZVVVTDPPNAS 
DPNNNNBT 	CRBVVVVTPNASPPCRAVVVSNNNBSPCRBVVVVSPNNASZVVVVVTDDDPPNBS 
DPNNNNNNNNNAS 	CRAVVSNNNNBTPCRBVTPNNNNNNNBSPPCRBVSNNNNNNNNNATCRAVVVVVTPNNNNNBTPPZVSDPNNNNNAS 
PNNNNAT 	CRAVVTPNNNNNNBTPCRBVVVTNNNNATPCRAVTPNNNNNNNNNASPPZVTDDPNNNNNNNNNBT 
DPPNAT 	CRAVVTPPNNNNNNNBTCRBVVVVTPNNNNNNATPZVTNNNNNNNNNAS 
DDDNAS 	CRAVVSPPNATPCRAVVTNNNNNASPPCRAVVSPPNNNNNASPPCRAVVVSPPNNNNATZVVVVVSDDDPPNNNNNNNNNBT 
DDDPNNNNNNNNAS 	CRAVVVVSPNNNNNASPPCRAVVSNNNNNNNNBTPPCRBVTPNNNATZVVVVSDPNNBT 
DNNNNNNAT 	CRAVVVTNNNNNNNNNBTPCRBVTPNNNNNNNBTCRBVVVTNASZVVVTDDDPPNNNNAT 
DPPNNNNNNNAT 	CRAVVVVVTPNNNNATPZVVVTDDDPNNNAS 
NNNNNNNNBS 	CRBVVSNBSCRBVVVSPPNNNNBTPPCRBVVVTPPNNNBTPZVVVSDNNBS 
DDDPPNNNBS 	CRBVVVVVSNNNBSPPCRBVSNNNNNNNNATPPZVVSDPPNNNNNNBT 
DDDPPNNNNBS 	CRBVSPPNNNBTPPCRBVVTPPNNNNNNNNATCRAVVVVVTPNNNNNNBSCRBVVVVSPNASPZVVVVSDNNBS 
